gtin,category
5.05427E+12,sweets
5.05427E+12,sweets
5.05395E+12,sweets
5.05395E+12,sweets
5.05291E+12,sweets
5.01217E+12,sweets
5.05701E+12,sweets
5.02885E+12,sweets
5.00022E+12,sweets
5.00022E+12,sweets
5.00022E+12,sweets
5.05737E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.01342E+12,sweets
5.01342E+12,sweets
5.00022E+12,sweets
5.05353E+12,sweets
5.00017E+12,sweets
3244319,sweets
5.05291E+12,sweets
5.09875E+12,sweets
5.00015E+12,sweets
5.05353E+12,sweets
5.05395E+12,sweets
5.05395E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
3246924,sweets
5.00022E+12,sweets
5.00022E+12,sweets
5.00017E+12,sweets
5.05291E+12,sweets
5.0544E+12,sweets
5.03408E+12,sweets
5.00022E+12,sweets
5.02488E+12,sweets
5.05291E+12,sweets
5.02488E+12,sweets
5.02871E+12,sweets
5.00017E+12,sweets
5.00017E+12,sweets
5.05395E+12,sweets
5.00022E+12,sweets
5.05701E+12,sweets
5.05353E+12,sweets
5.00022E+12,sweets
5.00022E+12,sweets
5.05478E+12,sweets
5.05478E+12,sweets
5.00022E+12,sweets
3243350,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.00022E+12,sweets
5.05701E+12,sweets
5.01343E+12,sweets
5.05478E+12,sweets
5.0544E+12,sweets
5.00017E+12,sweets
5.00017E+12,sweets
5.00017E+12,sweets
5.01217E+12,sweets
5.01874E+12,sweets
5.00017E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.00022E+12,sweets
5.05353E+12,sweets
3244555,fruit_veg
3244562,fruit_veg
10080290,fruit_veg
5.05291E+12,fruit_veg
5.05291E+12,fruit_veg
3238356,fruit_veg
5.05395E+12,fruit_veg
10008324,fruit_veg
5.05291E+12,fruit_veg
5.05291E+12,fruit_veg
5.05291E+12,fruit_veg
3244524,fruit_veg
3244531,fruit_veg
3244548,fruit_veg
5.05478E+12,fruit_veg
5.05478E+12,fruit_veg
3264805,fruit_veg
10065792,fruit_veg
5.05291E+12,fruit_veg
5.05291E+12,fruit_veg
5.06022E+12,fruit_veg
5.06022E+12,fruit_veg
10095089,fruit_veg
5.05291E+12,fruit_veg
3245156,fruit_veg
3246276,fruit_veg
3226513,fruit_veg
3246283,fruit_veg
3226483,fruit_veg
3246290,fruit_veg
3250471,fruit_veg
10115770,fruit_veg
3246221,fruit_veg
3246238,fruit_veg
3246245,fruit_veg
3244043,fruit_veg
3246269,fruit_veg
3222089,fruit_veg
3223819,fruit_veg
3245859,fruit_veg
3245866,fruit_veg
3245873,fruit_veg
3245897,fruit_veg
3245903,fruit_veg
3246436,fruit_veg
3253595,fruit_veg
10026274,fruit_veg
3250624,fruit_veg
3243770,fruit_veg
3204627,fruit_veg
3266960,fruit_veg
3258538,fruit_veg
3269510,fruit_veg
10097939,fruit_veg
3266977,fruit_veg
10008737,fruit_veg
3229064,fruit_veg
3227336,fruit_veg
10112373,fruit_veg
3204610,fruit_veg
3265888,fruit_veg
3232392,fruit_veg
3232439,fruit_veg
3232460,fruit_veg
10110652,fruit_veg
3245071,fruit_veg
10057162,fruit_veg
10057513,fruit_veg
3248447,fruit_veg
10063354,fruit_veg
3246450,fruit_veg
3264058,fruit_veg
3264065,fruit_veg
3264102,fruit_veg
3264119,fruit_veg
10001387,fruit_veg
10001400,fruit_veg
10001707,fruit_veg
10001714,fruit_veg
10002957,fruit_veg
10002971,fruit_veg
10007600,fruit_veg
10007624,fruit_veg
10059975,fruit_veg
10061107,fruit_veg
10066300,fruit_veg
10068052,fruit_veg
10068069,fruit_veg
10071373,fruit_veg
10072363,fruit_veg
10096154,fruit_veg
10114698,fruit_veg
5.0102E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
8.88827E+12,fruit_veg
10059999,fruit_veg
5.06009E+12,fruit_veg
3246306,fruit_veg
3246597,fruit_veg
5.02237E+12,fruit_veg
10114827,fruit_veg
3246313,fruit_veg
10061084,fruit_veg
5.09981E+12,fruit_veg
5.02237E+12,fruit_veg
10061121,fruit_veg
10002919,fruit_veg
10077757,fruit_veg
10000243,fruit_veg
5.09981E+12,fruit_veg
3264089,fruit_veg
10096161,fruit_veg
3246320,fruit_veg
5.02237E+12,fruit_veg
10085868,fruit_veg
5.02237E+12,fruit_veg
10077764,fruit_veg
3264133,fruit_veg
3246474,fruit_veg
3264096,fruit_veg
10072554,fruit_veg
10007617,fruit_veg
5.0102E+12,fruit_veg
10063972,fruit_veg
10114667,fruit_veg
10061138,fruit_veg
10114674,fruit_veg
8.88884E+12,fruit_veg
3246511,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
10072394,fruit_veg
10007662,fruit_veg
10072585,fruit_veg
10083062,fruit_veg
10083116,fruit_veg
10083123,fruit_veg
10083192,fruit_veg
10071212,fruit_veg
3256879,fruit_veg
5.06009E+12,fruit_veg
5.06009E+12,fruit_veg
5.06009E+12,fruit_veg
10066218,fruit_veg
10001776,fruit_veg
10066249,fruit_veg
10066256,fruit_veg
10066263,fruit_veg
10073032,fruit_veg
10073063,fruit_veg
10077795,fruit_veg
10073087,fruit_veg
10001578,fruit_veg
10001219,fruit_veg
5.0102E+12,fruit_veg
3264041,fruit_veg
10084243,fruit_veg
10001806,fruit_veg
10114681,fruit_veg
3246610,fruit_veg
3254196,fruit_veg
5.06009E+12,fruit_veg
5.06009E+12,fruit_veg
5.06009E+12,fruit_veg
5.06009E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
3246764,fruit_veg
5.02237E+12,fruit_veg
3246498,fruit_veg
3246542,fruit_veg
10072783,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
3263976,fruit_veg
3263983,fruit_veg
10001660,fruit_veg
3264027,fruit_veg
3264034,fruit_veg
3256855,fruit_veg
10063989,fruit_veg
10001141,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
5.09981E+12,fruit_veg
10069561,fruit_veg
10069585,fruit_veg
10002810,fruit_veg
5.02237E+12,fruit_veg
10087503,fruit_veg
5.02237E+12,fruit_veg
10115329,fruit_veg
10115336,fruit_veg
10115343,fruit_veg
10115404,fruit_veg
10115411,fruit_veg
5.09981E+12,fruit_veg
5.06009E+12,fruit_veg
10052914,fruit_veg
10052945,fruit_veg
10092453,fruit_veg
5.02237E+12,fruit_veg
10071410,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
5.02237E+12,fruit_veg
10060032,fruit_veg
10072424,fruit_veg
10072431,fruit_veg
3201466,fruit_veg
3248201,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
3248195,readymade
3247907,readymade
3247891,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
3247914,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
3248157,readymade
3248164,readymade
3248171,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
5.05427E+12,readymade
3247839,readymade
3247846,readymade
3247921,readymade
3247938,readymade
3247952,readymade
3247983,readymade
3248492,fruit_veg
3271995,fruit_veg
3272015,fruit_veg
10008997,fruit_veg
10035481,fruit_veg
10079140,fruit_veg
10079157,fruit_veg
5.05427E+12,fruit_veg
5.05701E+12,fruit_veg
10079164,fruit_veg
10079171,fruit_veg
10054901,fruit_veg
3252710,fruit_veg
3268698,fruit_veg
10056349,fruit_veg
3237984,fruit_veg
10037300,fruit_veg
10079188,fruit_veg
5.05427E+12,fruit_veg
10028292,fruit_veg
10023679,fruit_veg
10023686,fruit_veg
10079072,fruit_veg
10079089,fruit_veg
10079096,fruit_veg
10079102,fruit_veg
10079119,fruit_veg
10079126,fruit_veg
10079133,fruit_veg
10079195,fruit_veg
10037287,fruit_veg
10037294,fruit_veg
10023907,fruit_veg
5.09882E+12,fruit_veg
10061039,fruit_veg
10053188,fruit_veg
3254516,fruit_veg
10075432,fruit_veg
5.05701E+12,fruit_veg
10053232,fruit_veg
10053263,fruit_veg
10053447,fruit_veg
3229187,fruit_veg
3229194,fruit_veg
10053492,fruit_veg
10079256,fruit_veg
10008942,fruit_veg
10008959,fruit_veg
5.05291E+12,fruit_veg
10079263,fruit_veg
5.39152E+12,fruit_veg
10009062,fruit_veg
10023372,fruit_veg
3272008,fruit_veg
10033425,fruit_veg
3249093,fruit_veg
10039076,fruit_veg
10086582,fruit_veg
10112755,fruit_veg
10111468,fruit_veg
8.88827E+12,fruit_veg
10064443,fruit_veg
3266151,fruit_veg
10077610,fruit_veg
10096529,fruit_veg
3226643,fruit_veg
10036518,fruit_veg
10067130,fruit_veg
10112984,fruit_veg
3220634,fruit_veg
2.613E+11,fruit_veg
2.6135E+11,fruit_veg
3265789,fruit_veg
10086384,fruit_veg
3233900,fruit_veg
3245927,fruit_veg
10048634,fruit_veg
3249307,fruit_veg
10066324,fruit_veg
10080429,fruit_veg
53994967,fruit_veg
53994981,fruit_veg
10038277,fruit_veg
10086162,fruit_veg
3261569,fruit_veg
5.05114E+12,fruit_veg
3242520,fruit_veg
3250297,fruit_veg
3261576,fruit_veg
5.05701E+12,fruit_veg
10073353,fruit_veg
3257623,fruit_veg
3201978,fruit_veg
10057520,fruit_veg
2.0036E+11,fruit_veg
3263853,fruit_veg
10007808,fruit_veg
10007839,fruit_veg
3224366,fruit_veg
10096444,fruit_veg
3231319,fruit_veg
3239964,fruit_veg
10099544,fruit_veg
53994318,fruit_veg
3258613,fruit_veg
8.43532E+12,fruit_veg
3236062,fruit_veg
10113486,fruit_veg
3240687,fruit_veg
3233047,fruit_veg
3268742,fruit_veg
3238912,fruit_veg
3265918,fruit_veg
53994332,fruit_veg
53994295,fruit_veg
53994325,fruit_veg
3262580,fruit_veg
2004,fruit_veg
3231265,fruit_veg
3223833,fruit_veg
3247945,fruit_veg
3257630,fruit_veg
10079454,fruit_veg
3249598,fruit_veg
3249611,fruit_veg
3249635,fruit_veg
10111659,fruit_veg
3249642,fruit_veg
10059210,fruit_veg
3266083,fruit_veg
3249680,fruit_veg
10041284,fruit_veg
10050866,fruit_veg
3234525,fruit_veg
3269121,fruit_veg
10069455,fruit_veg
5.60425E+12,fruit_veg
3220429,fruit_veg
2.6331E+11,fruit_veg
3272640,fruit_veg
10044377,fruit_veg
3272459,fruit_veg
5.39152E+12,fruit_veg
10034491,fruit_veg
5.0994E+12,fruit_veg
10064320,fruit_veg
3249659,fruit_veg
3249758,fruit_veg
3249765,fruit_veg
3249802,fruit_veg
3249819,fruit_veg
10023594,fruit_veg
10067437,fruit_veg
10096147,fruit_veg
10020777,fruit_veg
3204245,fruit_veg
3243275,fruit_veg
3249628,fruit_veg
3249772,fruit_veg
10091746,fruit_veg
10097922,fruit_veg
5.39152E+12,fruit_veg
3249789,fruit_veg
5.0994E+12,fruit_veg
3249864,fruit_veg
5.39152E+12,fruit_veg
3249826,fruit_veg
3249796,fruit_veg
3250013,fruit_veg
10114483,fruit_veg
5.39152E+12,fruit_veg
3249970,fruit_veg
53993960,fruit_veg
10088111,fruit_veg
3227763,fruit_veg
10111604,fruit_veg
10113127,fruit_veg
3266090,fruit_veg
3267363,fruit_veg
10111307,fruit_veg
10078464,fruit_veg
10010082,fruit_veg
5.39152E+12,fruit_veg
10114407,fruit_veg
3249604,fruit_veg
3249703,fruit_veg
10114421,fruit_veg
3249710,fruit_veg
10114438,fruit_veg
10114445,fruit_veg
3249994,fruit_veg
3249734,fruit_veg
10038581,fruit_veg
3249741,fruit_veg
3249833,fruit_veg
3249840,fruit_veg
3249857,fruit_veg
3249871,fruit_veg
3249895,fruit_veg
3249901,fruit_veg
3249925,fruit_veg
5.39152E+12,fruit_veg
3224328,fruit_veg
3224335,fruit_veg
3269107,fruit_veg
10112205,fruit_veg
3234457,fruit_veg
3234464,fruit_veg
3234471,fruit_veg
3234488,fruit_veg
10020760,fruit_veg
3234518,fruit_veg
10041345,fruit_veg
10010051,fruit_veg
3263679,fruit_veg
53993854,fruit_veg
10069400,fruit_veg
10069424,fruit_veg
3272381,fruit_veg
10021125,fruit_veg
3262412,fruit_veg
3220641,fruit_veg
10024652,fruit_veg
5.05353E+12,fruit_veg
5.05353E+12,fruit_veg
10045787,fruit_veg
3243510,fruit_veg
10006405,fruit_veg
3249949,fruit_veg
3257555,fruit_veg
3269800,fruit_veg
5.06005E+12,fruit_veg
5.06005E+12,fruit_veg
3237175,fruit_veg
3259832,fruit_veg
7.29E+12,fruit_veg
3269053,fruit_veg
3253823,fruit_veg
10051351,fruit_veg
3248959,fruit_veg
7.2901E+12,fruit_veg
3248249,fruit_veg
3248324,fruit_veg
3235317,fruit_veg
3235737,fruit_veg
5.06005E+12,fruit_veg
3250280,sweets
34000417148,sweets
4.00169E+12,sweets
4.0099E+12,sweets
5.00016E+12,sweets
5.01048E+12,sweets
5.01204E+12,sweets
5.01204E+12,sweets
5.01204E+12,sweets
5.01204E+12,sweets
5.01635E+12,sweets
5.05291E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.06022E+12,sweets
7.6223E+12,sweets
34000445905,sweets
5.00016E+12,sweets
34000070725,sweets
5.02642E+12,sweets
8.88873E+12,sweets
59940517,sweets
5.01048E+12,sweets
5.05427E+12,sweets
7.62221E+12,sweets
5.01204E+12,sweets
5.01204E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05526E+12,sweets
5.05427E+12,sweets
5.05395E+12,sweets
59940531,sweets
5.05427E+12,sweets
54300090506,sweets
5.05701E+12,sweets
5.01051E+12,sweets
5.01204E+12,sweets
3200148,sweets
9.0036E+12,sweets
8.00334E+12,sweets
5.05395E+12,sweets
5.05395E+12,sweets
5.03466E+12,sweets
34000004713,sweets
7.61303E+12,sweets
8.59389E+12,sweets
5.01204E+12,sweets
5.39151E+12,sweets
5.02642E+12,sweets
5.01204E+12,sweets
8.41003E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.02642E+12,sweets
5.05427E+12,sweets
5.00016E+12,sweets
8.0134E+12,sweets
7.61304E+12,sweets
5.01204E+12,sweets
5.09929E+12,sweets
5.02745E+12,sweets
7.62221E+12,sweets
5.02422E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05395E+12,sweets
5.05395E+12,sweets
5.05291E+12,sweets
5.05427E+12,sweets
34000473748,sweets
5.01204E+12,sweets
5.01204E+12,sweets
5.02178E+12,sweets
5.05427E+12,sweets
5.01204E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.03466E+12,sweets
7.62221E+12,sweets
50105175,sweets
5.01204E+12,sweets
8.7234E+12,sweets
7.62221E+12,sweets
5.01051E+12,sweets
8.0134E+12,sweets
7.61303E+12,sweets
3250921,fruit_veg
5.0994E+12,fruit_veg
3257098,fruit_veg
10005583,fruit_veg
3266069,fruit_veg
3260265,fruit_veg
3257043,fruit_veg
3257180,fruit_veg
3250709,fruit_veg
3271964,fruit_veg
3272268,fruit_veg
3252475,fruit_veg
3252482,fruit_veg
3252499,fruit_veg
3252512,fruit_veg
3253939,fruit_veg
3254073,fruit_veg
3254080,fruit_veg
10112106,fruit_veg
2.6114E+11,fruit_veg
2.6585E+11,fruit_veg
2.659E+11,fruit_veg
2.6593E+11,fruit_veg
2.6598E+11,fruit_veg
3252529,fruit_veg
2.6029E+11,fruit_veg
3252536,fruit_veg
3254103,fruit_veg
3253946,fruit_veg
2.6595E+11,fruit_veg
3254097,fruit_veg
3252369,fruit_veg
3252543,fruit_veg
3252376,fruit_veg
3253953,fruit_veg
2.6581E+11,fruit_veg
2.6582E+11,fruit_veg
2.6584E+11,fruit_veg
2.6587E+11,fruit_veg
2.6589E+11,fruit_veg
2.6592E+11,fruit_veg
2.6594E+11,fruit_veg
9.78096E+12,fruit_veg
4.97764E+12,fruit_veg
2.6596E+11,fruit_veg
2.6597E+11,fruit_veg
2.6008E+11,fruit_veg
2.6022E+11,fruit_veg
2.6028E+11,fruit_veg
3252383,fruit_veg
3252390,fruit_veg
3252413,fruit_veg
3252420,fruit_veg
3252437,fruit_veg
3252444,fruit_veg
3252468,fruit_veg
3252505,fruit_veg
3252550,fruit_veg
3252567,fruit_veg
3253908,fruit_veg
3253915,fruit_veg
3253960,fruit_veg
3253977,fruit_veg
3253984,fruit_veg
3254004,fruit_veg
3254011,fruit_veg
3254028,fruit_veg
3254035,fruit_veg
3254042,fruit_veg
3254059,fruit_veg
3254066,fruit_veg
3253922,fruit_veg
3252451,fruit_veg
2.6575E+11,fruit_veg
3253526,fruit_veg
3253625,fruit_veg
3262672,fruit_veg
3253601,fruit_veg
3253618,fruit_veg
3254134,fruit_veg
10023099,fruit_veg
10033296,fruit_veg
10110805,fruit_veg
3264195,fruit_veg
10035665,fruit_veg
3257142,fruit_veg
3261972,fruit_veg
3202913,fruit_veg
10010181,fruit_veg
3227770,fruit_veg
10041765,fruit_veg
10056196,fruit_veg
3228005,fruit_veg
10001950,fruit_veg
3254295,dairy
3.17658E+12,dairy
3.19924E+12,dairy
5.05114E+12,dairy
5.0519E+12,dairy
5.05353E+12,dairy
5.05427E+12,dairy
5.06015E+12,dairy
5.0998E+12,dairy
5.05179E+12,dairy
5.09877E+12,dairy
5.05291E+12,dairy
3.07378E+12,dairy
5.76047E+12,dairy
5.05353E+12,dairy
5.01108E+12,dairy
3.17546E+12,dairy
3.16171E+12,dairy
5.06021E+12,dairy
8.88826E+12,dairy
3.22802E+12,dairy
5.05353E+12,dairy
5.0995E+12,dairy
5.05291E+12,dairy
3.22802E+12,dairy
3.17533E+12,dairy
5.00012E+12,dairy
5.05427E+12,dairy
5.05291E+12,dairy
4.00257E+12,dairy
3.17546E+12,dairy
8.00187E+12,dairy
3.17546E+12,dairy
3.17546E+12,dairy
7.62221E+12,dairy
7.62221E+12,dairy
7.62221E+12,dairy
8.00187E+12,dairy
8.00187E+12,dairy
5.09959E+12,dairy
3.07378E+12,dairy
3.22802E+12,dairy
3.19924E+12,dairy
3.17546E+12,dairy
5.05291E+12,dairy
5.05353E+12,dairy
5.76047E+12,dairy
5.05018E+12,dairy
5.02109E+12,dairy
3.15313E+12,dairy
3.02326E+12,dairy
5.01108E+12,dairy
5.0995E+12,dairy
3.17533E+12,dairy
3254417,dairy
5.05101E+12,dairy
5.05114E+12,dairy
5.05114E+12,dairy
5.05128E+12,dairy
5.05253E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05353E+12,dairy
5.05353E+12,dairy
5.05395E+12,dairy
5.05353E+12,dairy
5.05291E+12,dairy
5.05395E+12,dairy
5.05427E+12,dairy
5.05253E+12,dairy
5.05114E+12,dairy
5.05162E+12,dairy
5.05101E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
5.0102E+12,dairy
5.05291E+12,dairy
5.05395E+12,dairy
5.05114E+12,dairy
5.05291E+12,dairy
5.05395E+12,dairy
5.05427E+12,dairy
5.05291E+12,dairy
5.05128E+12,dairy
5.05395E+12,dairy
2.2892E+11,dairy
5.0102E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.0544E+12,dairy
5.05427E+12,dairy
5.052E+12,dairy
5.0514E+12,dairy
5.0102E+12,dairy
5.05353E+12,dairy
5.05128E+12,dairy
5.05291E+12,dairy
5.05114E+12,dairy
5.0519E+12,dairy
5.05232E+12,dairy
5.05478E+12,dairy
3254561,sweets
3262290,sweets
2.7337E+11,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.0544E+12,sweets
5.05427E+12,sweets
3262337,sweets
5.05427E+12,sweets
2.7286E+11,sweets
5.05427E+12,sweets
2.7855E+11,sweets
5.05427E+12,sweets
2.7291E+11,sweets
3254578,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.0544E+12,sweets
5.05478E+12,sweets
5.0544E+12,sweets
5.05427E+12,sweets
2.786E+11,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.0544E+12,sweets
3257166,sweets
2.7858E+11,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.0544E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
2.72E+11,sweets
2.7201E+11,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
3262276,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.0544E+12,sweets
2.7314E+11,sweets
2.7319E+11,sweets
2.7321E+11,sweets
3262313,sweets
2.7283E+11,sweets
3262351,sweets
2.7332E+11,sweets
2.7339E+11,sweets
5.0544E+12,sweets
5.0544E+12,sweets
3254653,sweets
3261088,sweets
3263778,sweets
2.7265E+11,sweets
5.05427E+12,sweets
3261170,sweets
2.787E+11,sweets
3261200,sweets
3261064,sweets
5.05478E+12,sweets
3261101,sweets
5.0544E+12,sweets
2.7329E+11,sweets
3229897,sweets
3261125,sweets
3261118,sweets
3261156,sweets
3263518,sweets
3263525,sweets
3263532,sweets
5.0544E+12,sweets
3261231,sweets
5.0544E+12,sweets
5.0544E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
5.05427E+12,sweets
2.7308E+11,sweets
2.7872E+11,sweets
3254639,sweets
3254622,sweets
5.0544E+12,sweets
2.7323E+11,sweets
2.7279E+11,sweets
3261187,sweets
3261163,sweets
3261132,sweets
5.0544E+12,sweets
3254738,fruit_veg
3264249,fruit_veg
3264256,fruit_veg
5.05427E+12,fruit_veg
10004241,fruit_veg
3264263,fruit_veg
10052174,fruit_veg
5.05427E+12,fruit_veg
10098738,fruit_veg
10008546,fruit_veg
3235058,fruit_veg
10098745,fruit_veg
10112717,fruit_veg
3230404,fruit_veg
3249109,fruit_veg
10052136,fruit_veg
10052143,fruit_veg
10090688,fruit_veg
2295,fruit_veg
3224274,fruit_veg
3224281,fruit_veg
3261460,fruit_veg
3255032,sweets
3255049,sweets
2.8525E+11,sweets
2.8583E+11,sweets
5.05427E+12,sweets
5.0544E+12,sweets
5.05755E+12,sweets
5.05755E+12,sweets
5.05755E+12,sweets
5.09872E+12,sweets
5.05775E+12,sweets
3233153,sweets
3223314,sweets
5.05755E+12,sweets
2.8391E+11,sweets
2.8165E+11,sweets
3223321,sweets
2.8164E+11,sweets
3202494,sweets
2.7165E+11,sweets
2.8188E+11,sweets
2.8099E+11,sweets
3233160,sweets
3223338,sweets
2.8526E+11,sweets
2.8134E+11,sweets
2.8218E+11,sweets
2.8215E+11,sweets
5.05797E+12,sweets
5.05427E+12,sweets
2.2971E+11,sweets
2.8175E+11,sweets
2.8956E+11,sweets
2.0309E+11,sweets
2.6132E+11,sweets
2.8621E+11,sweets
2.8064E+11,sweets
5.05755E+12,sweets
2.6189E+11,sweets
2.827E+11,sweets
5.05427E+12,sweets
5.05755E+12,sweets
2110,sweets
5.05755E+12,sweets
2.8522E+11,sweets
3223222,sweets
3223260,sweets
2.7167E+11,sweets
5.05353E+12,sweets
5.05755E+12,sweets
5.05701E+12,sweets
5.05701E+12,sweets
2.805E+11,sweets
2.8854E+11,sweets
2.8031E+11,sweets
5.05755E+12,sweets
5.05737E+12,sweets
3255193,dairy
3.48034E+12,dairy
5.05291E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05701E+12,dairy
5.05701E+12,dairy
5.39027E+12,dairy
5.05427E+12,dairy
5.05701E+12,dairy
5.05395E+12,dairy
5.05427E+12,dairy
5.0102E+12,dairy
5.012E+12,dairy
5.0544E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05395E+12,dairy
3238370,dairy
5.05701E+12,dairy
5.05395E+12,dairy
5.05427E+12,dairy
5.05701E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
3238387,dairy
5.05291E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
5.05427E+12,dairy
3.07378E+12,dairy
5.05395E+12,dairy
5.05395E+12,dairy
3.17658E+12,dairy
5.05291E+12,dairy
5.0102E+12,dairy
5.05427E+12,dairy
3272244,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05701E+12,dairy
5.05701E+12,dairy
5.05701E+12,dairy
5.05755E+12,dairy
3272299,dairy
5.05701E+12,dairy
5.05701E+12,dairy
5.05701E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.39152E+12,dairy
5.09959E+12,dairy
5.05114E+12,dairy
3.07378E+12,dairy
5.05291E+12,dairy
5.05291E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.05701E+12,dairy
5.0514E+12,dairy
5.00046E+12,dairy
5.05232E+12,dairy
5.0544E+12,dairy
5.05427E+12,dairy
5.05427E+12,dairy
5.0544E+12,dairy
5.05701E+12,dairy
5.39152E+12,dairy
3255216,sweets
5.00016E+12,sweets
5.00046E+12,sweets
5.01635E+12,sweets
5.01635E+12,sweets
5.01635E+12,sweets
5.03466E+12,sweets
5.05353E+12,sweets
5.05353E+12,sweets
5.05353E+12,sweets
5.0544E+12,sweets
5.05353E+12,sweets
4.0084E+12,sweets
5.05353E+12,sweets
5.05353E+12,sweets
5.01635E+12,sweets
5.01635E+12,sweets
8.00334E+12,sweets
5.01635E+12,sweets
5.0544E+12,sweets
5.01635E+12,sweets
5.05353E+12,sweets
5.05353E+12,sweets
5.05211E+12,sweets
5.01635E+12,sweets
5.09947E+12,sweets
5.01635E+12,sweets
